trial,base_w,base_h,l_x,l_w,l_h,l_t,arm_z,t,ç≈ëÂóhÇÍ(mm),ç≈ëÂóhÇÍ(mm)_direction,à⁄ìÆéûä‘(s),à⁄ìÆéûä‘(s)_direction,non_domi,Lå^å`èÛ,Lå^å`èÛ_lb,Lå^å`èÛ_ub,ÉxÅ[ÉXÇ∆Lå^ÇÃä÷åW,ÉxÅ[ÉXÇ∆Lå^ÇÃä÷åW_lb,ÉxÅ[ÉXÇ∆Lå^ÇÃä÷åW_ub,ÉAÅ[ÉÄÇ∆Lå^ÇÃä÷åW,ÉAÅ[ÉÄÇ∆Lå^ÇÃä÷åW_lb,ÉAÅ[ÉÄÇ∆Lå^ÇÃä÷åW_ub,feasible,hypervolume,message,time
556,5.343672578,1.347218019,0.325635834,2.744316934,3.812547768,1.165784979,2.995587738,5.50E-05,0.507767184,minimize,5.50E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.44E-06,,47:28.8
557,5.336309351,1.404079359,0.387554892,3.323910558,3.744531363,1.006864763,2.941114532,5.47E-05,1.021320753,minimize,5.47E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.44E-06,,48:21.4
558,5.365541038,1.376907853,0.19469944,3.212910769,3.648508825,1.305885235,3.025397982,5.42E-05,0.14139982,minimize,5.42E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.44E-06,,49:14.6
559,5.274859629,1.345222916,0.016489043,3.325756272,3.802898775,1.176204147,2.929929701,4.92E-05,0.887635338,minimize,4.92E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.44E-06,,50:42.1
560,5.17347439,1.265881557,0.301730808,2.956441464,3.757825828,1.524761634,2.949761511,5.56E-05,0.030575616,minimize,5.56E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.45E-06,,52:11.0
561,5.372754574,1.364875891,0.466799915,3.227626029,3.971995817,1.005345613,3.283628713,2.85E-05,4.826365288,minimize,2.85E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.45E-06,,53:04.6
562,5.248660121,1.321060213,0.204147525,2.867178835,3.978998521,1.298743658,3.169991854,5.63E-05,0.213161208,minimize,5.63E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.45E-06,,53:58.0
563,5.113153352,1.258047372,0.301900975,3.556494309,3.755118412,1.686788014,2.900438011,5.79E-05,0.025381506,minimize,5.79E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.45E-06,,54:52.1
564,5.300157093,1.372678805,0.566071965,3.097300752,4.032205318,1.148212146,3.092441958,6.24E-05,0.120918801,minimize,6.24E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.45E-06,,55:46.4
565,5.290450428,1.214800119,0.357481439,3.697473788,4.053978743,1.447337044,3.245712118,5.54E-05,-0.016956452,minimize,5.54E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.45E-06,,56:40.4
566,5.175623885,1.170056061,0.633475919,2.975566817,4.100927505,1.187015299,2.96386576,2.90E-05,3.8074905,minimize,2.90E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.45E-06,,58:10.3
567,5.25205135,1.288355438,0.28211022,3.612046118,4.127791694,1.387110705,3.236585562,2.50E-05,3.559594483,minimize,2.50E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.45E-06,,00:51.3
568,5.170044411,1.252249442,0.768193936,4.09391748,3.977611506,1.506728865,3.137725322,3.02E-05,1.82146379,minimize,3.02E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.45E-06,,02:21.0
569,5.332569204,1.374560627,1.091816143,3.386655639,4.17606477,1.175970229,2.972831581,4.87E-05,0.705016779,minimize,4.87E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.45E-06,,03:14.7
570,5.000021564,1.318255328,0.490681397,2.871951616,3.913593086,2.05609276,3.124962422,2.65E-05,1.87870814,minimize,2.65E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.46E-06,,04:08.7
571,5.183496897,1.417359669,0.916661998,3.733093606,4.04498336,1.627020872,3.219126152,5.13E-05,0.005158511,minimize,5.13E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.46E-06,,05:02.9
572,5.244184829,1.271293971,0.725438833,3.277173473,3.961633764,1.859396123,3.104171641,6.17E-05,0.081158973,minimize,6.17E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.46E-06,,05:57.1
573,5.090213237,1.168108826,0.607732161,3.406391312,4.240126209,1.00020022,3.156336363,5.75E-05,1.321444343,minimize,5.75E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.46E-06,,08:39.7
574,5.171402324,1.283288455,1.135271048,2.83001955,4.065125427,1.708017981,3.281395614,5.00E-05,0.010458537,minimize,5.00E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.46E-06,,09:35.0
575,5.242479477,1.455451607,0.329652812,3.117878585,3.85371739,1.281522006,3.043589603,2.86E-05,2.897780667,minimize,2.86E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.46E-06,,10:29.8
576,5.00065343,1.391945812,0.941489799,3.676597628,3.945594423,1.460079442,3.187111112,3.81E-05,0.651250716,minimize,3.81E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.46E-06,,11:24.8
577,5.001792842,1.211875485,0.816640611,3.498200367,4.247758705,1.53077291,3.232386779,3.41E-05,1.164350826,minimize,3.41E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.46E-06,,13:33.0
578,5.10584215,1.388257726,0.374853673,3.246788494,4.039426045,1.004821334,3.168086066,2.84E-05,4.778740573,minimize,2.84E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.46E-06,,16:57.3
579,5.181731981,1.481348068,1.142551893,2.639179855,4.167441068,1.579115113,3.308534165,3.40E-05,0.964531615,minimize,3.40E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.46E-06,,19:07.0
580,5.102360602,1.295319213,0.875941687,3.08446231,4.239903543,1.839351591,3.216699277,3.22E-05,0.790236031,minimize,3.22E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.46E-06,,21:16.1
581,5.408053066,1.403116947,0.576864969,3.298120361,3.79898283,1.162719969,3.110992114,4.88E-05,0.763109885,minimize,4.88E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.46E-06,,22:49.7
582,5.093997842,1.4808021,0.800122717,3.030588997,3.649602345,2.309191021,2.964561766,3.77E-05,0.020805484,minimize,3.77E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.46E-06,,24:21.7
583,5.412509929,1.212838276,0.613782982,3.210713046,4.269207952,1.494847907,3.045549046,3.33E-05,1.590406038,minimize,3.33E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.46E-06,,25:53.8
584,5.39649748,1.324763877,1.159889786,3.962929475,3.751978292,1.350139699,2.885686181,2.63E-05,3.154682946,minimize,2.63E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.46E-06,,27:25.8
585,5.156733376,1.447814763,0.404802238,3.39252105,4.018324239,2.261502722,3.143234646,3.62E-05,0.067905212,minimize,3.62E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.46E-06,,28:20.7
586,5.002242813,1.246251317,1.025608808,3.027616726,4.179844824,2.107450287,3.253599272,2.90E-05,0.999258968,minimize,2.90E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.46E-06,,29:15.6
587,5.419615512,1.416860951,1.038141036,3.161134316,4.293405323,1.707795666,3.496409947,4.57E-05,0.045280317,minimize,4.57E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.46E-06,,33:16.9
588,5.100497107,1.271541083,0.656723835,4.178795613,4.030660697,1.99779059,3.119186377,3.90E-05,0.018561588,minimize,3.90E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.46E-06,,34:49.8
589,5.3161393,1.39457434,0.724809326,3.21835346,4.138184548,1.376042359,3.474408854,3.45E-05,1.507762837,minimize,3.45E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.46E-06,,36:23.5
590,5.088801576,1.174316977,1.093222155,3.741478509,4.300850075,2.380237206,2.932541959,4.11E-05,0.052008092,minimize,4.11E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.46E-06,,37:20.0
591,5.218794735,1.438473345,0.739010761,2.770008777,4.211415548,2.186127145,3.24980093,2.63E-05,1.803653611,minimize,2.63E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.46E-06,,38:15.9
592,5.081772813,1.281743493,0.312981148,3.373399399,4.04725778,1.912708666,3.080536445,3.08E-05,0.990570521,minimize,3.08E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.46E-06,,39:13.5
593,5.000665787,1.343133503,0.915116273,3.597441835,4.310684283,1.333239334,3.182009529,4.03E-05,1.085250492,minimize,4.03E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.46E-06,,41:28.3
594,5.330132101,1.412086352,0.127704476,3.776213442,4.33489776,1.1769218,2.82380656,4.48E-05,1.314899596,minimize,4.48E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.46E-06,,44:22.5
595,5.000013192,1.326739612,1.111168767,2.644719548,4.123390494,2.413787656,3.098983885,3.20E-05,0.910802127,minimize,3.20E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.46E-06,,45:20.6
596,5.412839831,1.24629176,0.00161706,3.454051162,4.327014785,1.000801543,3.062816855,3.41E-05,4.440480182,minimize,3.41E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.46E-06,,47:34.2
597,5.162180775,1.187906019,1.256170774,2.839031069,4.196876059,2.581635536,3.298561844,3.78E-05,0.274152956,minimize,3.78E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.46E-06,,48:31.9
598,5.33089629,1.378724092,0.481334519,3.838529318,4.153594779,1.428529556,2.962304051,4.66E-05,0.189601006,minimize,4.66E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.46E-06,,50:07.2
599,5.171950371,1.198745962,0.757165171,3.361222113,4.247384771,1.156653834,3.124224255,3.01E-05,3.82134377,minimize,3.01E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.46E-06,,51:43.2
600,5.395379573,1.32681596,0.616163122,2.469295401,4.248097754,1.571414423,3.02284818,4.25E-05,0.769905618,minimize,4.25E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.46E-06,,53:18.7
601,5.097478823,1.231278305,1.146862122,2.812740331,4.35680632,1.379965213,3.187460118,2.86E-05,2.762963431,minimize,2.86E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.46E-06,,54:16.2
602,5.311716662,1.37487442,1.009151256,3.228454639,4.353560818,2.111209099,3.127337421,4.44E-05,0.015203339,minimize,4.44E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.46E-06,,56:30.9
603,5.168966955,1.446967831,0.760847693,2.857922729,4.258572762,1.696208377,3.387394981,2.63E-05,2.081733526,minimize,2.63E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.46E-06,,00:00.9
604,5.234512023,1.367164353,0.569539659,3.169063103,3.978336457,2.496620469,3.065958215,2.93E-05,0.938849722,minimize,2.93E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.46E-06,,01:37.1
605,5.094702067,1.316765069,0.941679929,2.679900515,4.199079434,1.412438725,3.00957089,6.37E-05,0.000809106,minimize,6.37E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.46E-06,,03:14.6
606,5.293234223,1.34860111,0.851778246,4.162546498,4.39064375,2.712268488,3.111626872,2.75E-05,0.527153453,minimize,2.75E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.46E-06,,04:51.4
607,5.001454642,1.209366813,0.687244442,3.65451455,4.383436391,1.536765458,3.378531065,2.80E-05,2.3285093,minimize,2.80E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.46E-06,,07:46.2
608,5.337976654,1.260607871,0.57862786,3.342962357,4.15361182,2.614010356,3.174774368,3.86E-05,0.056633279,minimize,3.86E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.46E-06,,10:02.5
609,5.170188623,1.327622639,0.804097345,2.724687896,4.303724122,1.316588713,3.288776069,2.98E-05,2.807166628,minimize,2.98E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.46E-06,,11:01.0
610,5.000179283,1.283738221,0.394458938,2.938669501,4.230308096,1.181050842,3.39910107,3.39E-05,3.034378439,minimize,3.39E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.46E-06,,13:18.0
611,5.331769797,1.349673733,0.612933991,2.490477428,4.103988312,1.000525642,3.201512582,2.63E-05,5.086224044,minimize,2.63E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.46E-06,,14:56.4
612,5.093179658,1.24154695,1.30614226,3.554385727,4.174252699,2.421934549,2.946515171,3.80E-05,0.034345102,minimize,3.80E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.46E-06,,17:54.2
613,5.000956023,1.373194744,0.314410728,3.813370531,4.223609979,1.149931538,3.501302459,2.95E-05,3.985037998,minimize,2.95E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.46E-06,,20:12.1
614,5.169133627,1.284131208,1.056280116,2.924963717,4.339442906,1.477383335,3.323343317,4.53E-05,0.292445807,minimize,4.53E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.46E-06,,21:10.5
615,5.086922016,1.440840083,0.002689025,2.136783194,3.868998776,1.642004851,3.125113531,3.13E-05,2.661938518,minimize,3.13E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.46E-06,,22:10.5
616,5.342428005,1.123930733,0.547031454,3.095552137,4.452504197,2.506129169,1.350125206,6.51E-05,0.030082406,minimize,6.51E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.46E-06,,23:09.8
617,5.002075987,1.368878061,0.356657746,2.711089399,4.107487264,2.700083039,3.367555997,6.08E-05,0.011510619,minimize,6.08E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.46E-06,,24:49.3
618,5.448903087,1.299104689,0.192821945,3.696617381,4.285178413,1.825016079,2.928861392,4.78E-05,0.006945017,minimize,4.78E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.46E-06,,25:48.6
619,5.097613857,2.661300263,0.624266511,3.213583087,4.151049501,1.310303314,3.51937155,4.37E-05,0.020792726,minimize,4.37E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.46E-06,,27:27.6
620,5.33254189,1.342219666,0.845659886,2.866692849,4.349202149,1.71909221,3.420680435,3.05E-05,1.39538853,minimize,3.05E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.46E-06,,29:06.2
621,5.089208707,1.20370165,1.01957978,3.853048333,4.206415664,1.443783643,3.306891367,3.84E-05,1.02688492,minimize,3.84E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.46E-06,,30:05.2
622,9.437969473,1.442977741,0.159310271,3.606750942,4.449843639,1.266992633,3.007112738,8.85E-05,0.001490985,minimize,8.85E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.46E-06,,32:23.5
623,5.087409517,1.494036787,0.771589447,3.491850226,3.963539875,2.416017295,3.383233774,2.94E-05,0.349229283,minimize,2.94E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.46E-06,,34:01.7
624,5.090241373,1.354993698,0.377862578,3.178099189,4.342720232,2.035461943,3.085481146,2.76E-05,1.388043761,minimize,2.76E-05,minimize,TRUE,1,0,,1,0,,1,0,,FALSE,5.47E-06,,36:19.4
625,5.098112932,1.446079719,0.832331695,2.132259263,4.220347791,1.530594789,3.40167368,7.80E-05,0.0541613,minimize,7.80E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.47E-06,,38:37.4
626,5.086022412,1.272621715,0.951547402,3.896544547,4.443496643,1.267785948,3.647034872,3.48E-05,2.504968184,minimize,3.48E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.47E-06,,41:35.1
627,5.001650766,1.340677754,0.48113797,2.288177174,3.967121184,1.600174935,3.106982347,2.87E-05,2.562150279,minimize,2.87E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.47E-06,,42:34.9
628,5.001746073,1.242673184,0.491560094,3.680852532,4.041399105,1.158465,3.128440625,4.44E-05,1.501507008,minimize,4.44E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.47E-06,,46:13.1
629,5.367133419,1.092262351,0.151959199,2.758209202,4.245613919,1.004483596,2.91416378,4.82E-05,2.577994655,minimize,4.82E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.47E-06,,47:12.9
630,5.4795187,1.201313348,0.05368813,2.713330163,4.547566669,1.16089526,2.816655213,5.00E-05,1.688790559,minimize,5.00E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.47E-06,,48:14.7
631,5.592759362,1.086861028,0.031317107,2.590020482,4.529674113,1.012232824,2.916851312,4.92E-05,2.829012461,minimize,4.92E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.47E-06,,49:16.6
632,5.546854234,1.082176915,0.054327716,2.528280535,4.42034978,1.138368693,2.827672919,5.03E-05,2.071915276,minimize,5.03E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.47E-06,,50:18.5
633,5.496147452,1.129541554,0.251076941,2.823738532,4.3595226,1.137086893,2.812915689,4.77E-05,1.910672063,minimize,4.77E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.47E-06,,51:20.3
634,5.440498097,1.158994825,0.100529538,2.577137797,4.376629726,1.289929853,2.816530664,4.99E-05,1.2370193,minimize,4.99E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.47E-06,,52:22.2
635,5.452208001,1.073900368,0.074264942,2.690499423,4.505281869,1.29328328,2.771797595,4.77E-05,1.751704048,minimize,4.77E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.47E-06,,53:24.0
636,5.42666702,1.163913566,0.080213553,2.883791406,4.630493688,1.164141212,2.872254708,4.94E-05,1.77543774,minimize,4.94E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.47E-06,,54:25.9
637,5.415650802,1.096420188,0.197854592,2.457043247,4.34804849,1.149925171,2.754311778,5.21E-05,1.587329413,minimize,5.21E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.47E-06,,55:27.6
638,5.585968002,1.103668253,0.176086142,2.677432626,4.304946475,1.406377896,2.781768466,4.86E-05,1.134549433,minimize,4.86E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.47E-06,,56:29.2
639,5.38154031,1.061864643,0.076943029,2.950188092,4.282385038,1.14575702,2.922364254,5.07E-05,1.738255304,minimize,5.07E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.47E-06,,57:30.9
640,5.350790467,1.142304996,0.012181722,2.486286015,4.466333691,1.419857219,2.737939339,5.07E-05,1.109929217,minimize,5.07E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.47E-06,,58:32.7
641,5.456165694,1.076276969,0.205247286,2.741294779,4.277113803,1.298398777,2.895382081,4.83E-05,1.382977629,minimize,4.83E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.47E-06,,59:34.7
642,5.341142085,1.135361279,1.483057837,3.00891767,4.549325713,1.291125939,2.767382053,4.73E-05,0.813957983,minimize,4.73E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.47E-06,,00:36.2
643,5.497497539,1.135077935,0.269505182,2.575738628,4.243143234,1.533914104,2.944808273,5.10E-05,0.671731244,minimize,5.10E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.47E-06,,01:38.0
644,5.309000739,1.072928177,0.275803664,2.862554601,4.392125626,1.161071175,2.910578546,5.05E-05,1.565953554,minimize,5.05E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.47E-06,,02:39.4
645,5.266214622,1.147642998,1.3053393,2.34605255,4.24138969,1.454578911,2.975134657,5.23E-05,0.193075454,minimize,5.23E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.49E-06,,03:41.2
646,5.569154338,1.126778473,1.501197557,2.376052577,4.33606806,1.639586807,2.812937166,5.02E-05,0.195552954,minimize,5.02E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.49E-06,,04:44.8
647,5.498243986,1.068563851,1.467142149,2.28009752,4.358194719,1.810985219,2.737314934,5.01E-05,0.293716948,minimize,5.01E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.49E-06,,05:48.4
648,5.41928331,1.052479995,1.501519476,2.334167156,4.282165422,1.700801435,2.906877369,5.31E-05,0.109236962,minimize,5.31E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.49E-06,,06:51.8
649,5.453317844,1.07950878,1.531524201,2.265309969,4.433990852,1.635294885,2.956586235,5.21E-05,0.249873311,minimize,5.21E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.49E-06,,07:56.7
650,5.435627446,1.118414453,1.529374223,2.339418674,4.276311742,1.873526217,2.924586333,5.24E-05,0.035708925,minimize,5.24E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.51E-06,,09:00.5
651,5.377514184,1.114073071,1.101358039,2.168496636,4.249416105,1.853045416,2.851010736,5.37E-05,0.206357419,minimize,5.37E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.51E-06,,10:05.2
652,5.624957863,1.117282892,1.470738124,2.398086465,4.504831228,1.603601887,2.906654597,5.24E-05,0.194868974,minimize,5.24E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.51E-06,,11:10.6
653,5.519782185,1.069684253,1.46017291,2.348687361,4.358546129,1.919455631,2.912364083,5.30E-05,0.093488656,minimize,5.30E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.51E-06,,12:15.4
654,5.472453844,1.143668394,1.172297486,2.385723766,4.473492074,1.581689798,2.898828,5.11E-05,0.27261528,minimize,5.11E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.51E-06,,13:20.4
655,5.36876595,1.065218409,1.421768105,2.15875082,4.238427899,1.539039615,2.746480093,5.47E-05,0.219583765,minimize,5.47E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.51E-06,,14:24.5
656,5.315460234,1.160769251,1.605626431,2.466779317,4.215737789,1.535463857,2.979627009,5.15E-05,0.063792135,minimize,5.15E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.51E-06,,16:58.7
657,5.356953088,1.16080488,1.234993348,2.519351084,4.241996812,1.978576856,3.248684696,5.45E-05,0.016251079,minimize,5.45E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.51E-06,,18:02.0
658,5.292349842,1.170753075,1.428079312,2.647621941,4.178719765,2.175471998,3.31651563,5.05E-05,0.011120038,minimize,5.05E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.51E-06,,19:48.3
659,5.308048062,1.177767981,1.233732098,2.596952,4.178056827,2.308315111,3.231334836,4.91E-05,0.049904043,minimize,4.91E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.51E-06,,20:51.9
660,5.307002739,1.168521116,1.200023529,2.537459551,4.187085314,1.959342258,3.088910935,5.40E-05,0.014494399,minimize,5.40E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.51E-06,,21:54.9
661,5.402699636,1.124307938,1.217454628,2.793603461,4.297506659,2.24314276,3.182984191,3.87E-05,0.387387753,minimize,3.87E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.51E-06,,22:58.0
662,5.276056506,1.193285163,1.402580337,2.541896004,4.163898657,2.122174647,3.302360511,5.25E-05,0.006709688,minimize,5.25E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.51E-06,,24:44.3
663,5.254164158,1.190823195,0.216203095,2.863423677,4.283332837,2.199242784,3.108351242,4.94E-05,0.098554651,minimize,4.94E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.51E-06,,25:47.8
664,5.240853129,1.195411785,0.285530731,2.483879235,4.156383925,1.842594182,3.310316907,3.85E-05,1.308240821,minimize,3.85E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.51E-06,,27:33.5
665,5.339345021,1.06487699,1.559938239,2.873144042,4.262187933,2.570921019,3.117163105,5.32E-05,0.005395075,minimize,5.32E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.51E-06,,29:20.8
666,5.226292134,1.193821394,1.117716235,2.432833085,4.177914663,1.945828257,3.250559323,3.93E-05,0.657728665,minimize,3.93E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.51E-06,,30:23.9
667,5.239155211,1.130252854,0.334539781,2.696585441,4.344753759,2.185180975,3.441897087,3.94E-05,1.039699917,minimize,3.94E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.51E-06,,31:27.6
668,5.220022355,1.111668276,1.319523101,2.876435701,4.445756862,2.491599364,3.237118719,5.50E-05,0.009505516,minimize,5.50E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.51E-06,,33:15.1
669,5.222513741,1.202750296,1.118317886,2.51057892,4.252935514,1.781223936,3.030300567,4.92E-05,0.012239989,minimize,4.92E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.51E-06,,34:18.7
670,8.244931784,1.156842323,1.559393887,2.78862357,4.306428065,2.011241662,3.343913145,3.62E-05,2.173882823,minimize,3.62E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.51E-06,,35:23.0
671,5.423372293,1.196971146,1.338841495,2.606621213,4.409871533,1.741167503,2.120439669,3.60E-05,0.907738705,minimize,3.60E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.51E-06,,37:11.2
672,5.213144225,1.20725453,1.110898683,2.328333631,4.123743813,1.763510564,3.168047638,3.99E-05,0.795668701,minimize,3.99E-05,minimize,TRUE,1,0,,1,0,,1,0,,TRUE,5.51E-06,,38:15.4
673,5.216421771,1.155761006,0.340326479,2.941440255,4.118951383,2.564546825,3.264538569,3.81E-05,0.717743847,minimize,3.81E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.51E-06,,39:19.8
674,5.186703477,1.11566021,0.002996187,2.423385891,4.222283506,1.679609717,3.219219696,5.37E-05,0.598702741,minimize,5.37E-05,minimize,FALSE,1,0,,1,0,,1,0,,TRUE,5.51E-06,,41:52.3
675,5.356086416,1.170700956,1.297245302,3.013825413,4.648888524,2.107298716,3.37781485,3.80E-05,0.291971196,minimize,3.80E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.51E-06,,42:57.0
676,8.986457111,1.881108421,1.116509255,2.28390376,4.220777012,1.843490403,3.044591876,4.91E-05,0.43408887,minimize,4.91E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.51E-06,,44:01.2
677,5.18598575,1.177269538,0.169463343,2.829114409,4.412198938,2.308462277,3.385761266,5.22E-05,0.058499776,minimize,5.22E-05,minimize,FALSE,1,0,,1,0,,1,0,,FALSE,5.51E-06,,45:05.9
